Date,Open,High,Low,Close,Volume,Market Capacity
2020-05-25,0.06,0.07,0.06,0.07,450549233.0,1337081467.0
2020-05-24,0.07,0.07,0.06,0.06,390536763.0,1312039239.0
2020-05-23,0.07,0.07,0.07,0.07,400282442.0,1367629026.0
2020-05-22,0.07,0.07,0.07,0.07,473521124.0,1378932378.0
2020-05-21,0.07,0.07,0.06,0.07,504379554.0,1348531930.0
2020-05-20,0.07,0.07,0.07,0.07,530728877.0,1434978249.0
2020-05-19,0.07,0.07,0.07,0.07,427647345.0,1402362858.0
2020-05-18,0.07,0.07,0.07,0.07,594262835.0,1416488699.0
2020-05-17,0.07,0.07,0.07,0.07,530947005.0,1396389891.0
2020-05-16,0.07,0.07,0.07,0.07,433441328.0,1376378510.0
2020-05-15,0.07,0.07,0.07,0.07,589459285.0,1362150639.0
2020-05-14,0.07,0.07,0.07,0.07,667445362.0,1397983079.0
2020-05-13,0.07,0.07,0.07,0.07,668016410.0,1412139411.0
2020-05-12,0.06,0.07,0.06,0.07,717258193.0,1414360075.0
2020-05-11,0.06,0.07,0.06,0.06,676862243.0,1270451826.0
2020-05-10,0.07,0.07,0.06,0.06,820471098.0,1301301205.0
2020-05-09,0.07,0.07,0.07,0.07,615949072.0,1456155371.0
2020-05-08,0.07,0.07,0.07,0.07,615940985.0,1479854901.0
2020-05-07,0.07,0.07,0.07,0.07,676902337.0,1463234295.0
2020-05-06,0.07,0.07,0.07,0.07,634319026.0,1439039457.0
2020-05-05,0.07,0.07,0.07,0.07,572848081.0,1473562699.0
2020-05-04,0.07,0.07,0.07,0.07,701073658.0,1499859162.0
2020-05-03,0.08,0.08,0.07,0.07,755013661.0,1485822965.0
2020-05-02,0.07,0.08,0.07,0.08,721153691.0,1533468385.0
2020-05-01,0.07,0.07,0.07,0.07,764134318.0,1488125623.0
2020-04-30,0.07,0.07,0.07,0.07,859662107.0,1375477544.0
2020-04-29,0.07,0.07,0.07,0.07,929790801.0,1469869070.0
2020-04-28,0.07,0.07,0.07,0.07,820842387.0,1401987694.0
2020-04-27,0.06,0.07,0.06,0.07,711801196.0,1367271243.0
2020-04-26,0.06,0.06,0.06,0.06,550894044.0,1268496925.0
2020-04-25,0.06,0.06,0.06,0.06,526584850.0,1261444743.0
2020-04-24,0.06,0.07,0.06,0.06,671248452.0,1250275206.0
2020-04-23,0.05,0.06,0.05,0.06,993914721.0,1252739814.0
2020-04-22,0.05,0.06,0.05,0.05,561155181.0,1114471012.0
2020-04-21,0.05,0.05,0.05,0.05,495416209.0,1041476633.0
2020-04-20,0.05,0.05,0.05,0.05,742154168.0,1016304947.0
2020-04-19,0.05,0.05,0.05,0.05,523219785.0,1000295700.0
2020-04-18,0.05,0.05,0.05,0.05,534672464.0,1026552161.0
2020-04-17,0.05,0.05,0.05,0.05,478450043.0,997465227.0
2020-04-16,0.05,0.05,0.05,0.05,628082822.0,998583433.0
2020-04-15,0.05,0.05,0.05,0.05,468836578.0,943367109.0
2020-04-14,0.05,0.05,0.05,0.05,507234997.0,979216259.0
2020-04-13,0.05,0.05,0.05,0.05,530770069.0,981647942.0
2020-04-12,0.05,0.05,0.05,0.05,411810328.0,1003951385.0
2020-04-11,0.05,0.05,0.05,0.05,426515998.0,1006177930.0
2020-04-10,0.05,0.05,0.05,0.05,461485326.0,970395077.0
2020-04-09,0.05,0.05,0.05,0.05,420784745.0,1056715995.0
2020-04-08,0.05,0.05,0.05,0.05,355554036.0,1035793439.0
2020-04-07,0.05,0.05,0.05,0.05,535973254.0,981643864.0
2020-04-06,0.04,0.05,0.04,0.05,528856126.0,1004886536.0
2020-04-05,0.04,0.04,0.04,0.04,330675377.0,883293328.0
2020-04-04,0.04,0.04,0.04,0.04,331158440.0,851912645.0
2020-04-03,0.04,0.04,0.04,0.04,381441115.0,844346463.0
2020-04-02,0.04,0.04,0.04,0.04,409126334.0,838090888.0
2020-04-01,0.04,0.04,0.04,0.04,302527865.0,828110034.0
2020-03-31,0.04,0.04,0.04,0.04,327644886.0,828716144.0
2020-03-30,0.04,0.04,0.04,0.04,315377995.0,815799548.0
2020-03-29,0.04,0.04,0.04,0.04,266559124.0,773422040.0
2020-03-28,0.04,0.04,0.04,0.04,340909985.0,810493534.0
2020-03-27,0.04,0.04,0.04,0.04,308504165.0,835162598.0
2020-03-26,0.04,0.04,0.04,0.04,305069105.0,862866842.0
2020-03-25,0.04,0.04,0.04,0.04,312768244.0,823198804.0
2020-03-24,0.04,0.04,0.04,0.04,366272224.0,817640559.0
2020-03-23,0.04,0.04,0.04,0.04,359628965.0,796338243.0
2020-03-22,0.04,0.04,0.04,0.04,329105985.0,754510428.0
2020-03-21,0.04,0.04,0.04,0.04,356478474.0,803546868.0
2020-03-20,0.04,0.04,0.04,0.04,403266374.0,809105077.0
2020-03-19,0.04,0.04,0.04,0.04,457344869.0,840940832.0
2020-03-18,0.04,0.04,0.03,0.04,337020832.0,729171228.0
2020-03-17,0.04,0.04,0.04,0.04,330129256.0,746203867.0
2020-03-16,0.04,0.04,0.03,0.04,422559303.0,712517917.0
2020-03-15,0.04,0.04,0.04,0.04,362487211.0,775568805.0
2020-03-14,0.04,0.04,0.04,0.04,375613371.0,755613087.0
2020-03-13,0.03,0.04,0.03,0.04,747877049.0,800887496.0
2020-03-12,0.05,0.05,0.03,0.03,526211822.0,677492669.0
2020-03-11,0.05,0.05,0.05,0.05,408137347.0,1020725925.0
2020-03-10,0.05,0.05,0.05,0.05,416858440.0,1053174795.0
2020-03-09,0.05,0.05,0.05,0.05,549172784.0,1051782273.0
2020-03-08,0.06,0.06,0.05,0.05,488233342.0,1027960317.0
2020-03-07,0.06,0.06,0.06,0.06,411529339.0,1183231787.0
2020-03-06,0.06,0.06,0.06,0.06,428300799.0,1238698122.0
2020-03-05,0.06,0.06,0.06,0.06,421868545.0,1208503878.0
2020-03-04,0.06,0.06,0.06,0.06,381787289.0,1184959545.0
2020-03-03,0.06,0.06,0.06,0.06,407088469.0,1180080997.0
2020-03-02,0.06,0.06,0.06,0.06,397777572.0,1196467590.0
2020-03-01,0.06,0.06,0.06,0.06,360604910.0,1136566221.0
2020-02-29,0.06,0.06,0.06,0.06,318679471.0,1160906896.0
2020-02-28,0.06,0.06,0.06,0.06,419431446.0,1178058217.0
2020-02-27,0.06,0.06,0.06,0.06,452957399.0,1212527971.0
2020-02-26,0.07,0.07,0.06,0.06,505300519.0,1198211736.0
2020-02-25,0.07,0.07,0.06,0.07,461517993.0,1319900179.0
2020-02-24,0.07,0.07,0.07,0.07,465871328.0,1401822757.0
2020-02-23,0.07,0.07,0.07,0.07,432366514.0,1487408611.0
2020-02-22,0.07,0.07,0.07,0.07,398582854.0,1401477521.0
2020-02-21,0.07,0.07,0.07,0.07,467029257.0,1453244010.0
2020-02-20,0.07,0.07,0.07,0.07,496888762.0,1436695196.0
2020-02-19,0.08,0.08,0.07,0.07,438696625.0,1427630785.0
2020-02-18,0.07,0.08,0.07,0.07,521725957.0,1506678243.0
2020-02-17,0.07,0.08,0.07,0.07,619668937.0,1450201719.0
2020-02-16,0.08,0.08,0.07,0.08,632562189.0,1515349949.0
2020-02-15,0.09,0.09,0.08,0.08,577812168.0,1599467710.0
2020-02-14,0.08,0.09,0.08,0.09,640075025.0,1731666469.0
2020-02-13,0.08,0.09,0.08,0.08,849232918.0,1659743838.0
2020-02-12,0.07,0.08,0.07,0.08,733460111.0,1607097050.0
2020-02-11,0.07,0.07,0.07,0.07,518483533.0,1480628375.0
2020-02-10,0.07,0.07,0.07,0.07,514592414.0,1422686768.0
2020-02-09,0.07,0.07,0.07,0.07,477162368.0,1462155253.0
2020-02-08,0.07,0.07,0.07,0.07,479921994.0,1422649989.0
2020-02-07,0.07,0.07,0.07,0.07,519263943.0,1438149359.0
2020-02-06,0.07,0.07,0.07,0.07,516539220.0,1415482428.0
2020-02-05,0.07,0.07,0.07,0.07,520288061.0,1378865162.0
2020-02-04,0.06,0.07,0.06,0.07,435813336.0,1329865439.0
2020-02-03,0.06,0.07,0.06,0.06,386201629.0,1285126689.0
2020-02-02,0.06,0.07,0.06,0.06,459980666.0,1271202563.0
2020-02-01,0.06,0.06,0.06,0.06,351749271.0,1213096236.0
2020-01-31,0.06,0.06,0.06,0.06,365221348.0,1234837874.0
2020-01-30,0.06,0.06,0.06,0.06,382600193.0,1227871266.0
2020-01-29,0.06,0.06,0.06,0.06,408058902.0,1238546132.0
2020-01-28,0.06,0.06,0.06,0.06,435796280.0,1209732372.0
2020-01-27,0.06,0.06,0.06,0.06,354309858.0,1196397983.0
2020-01-26,0.06,0.06,0.06,0.06,325709373.0,1174877296.0
2020-01-25,0.06,0.06,0.06,0.06,319119540.0,1124060743.0
2020-01-24,0.06,0.06,0.05,0.06,382153105.0,1149419047.0
