Date,Open*,High,Low,Close**,Volume,Market Cap
1/17/2019,78.12,78.29,76.5,78.05,62380870,1371508266
1/16/2019,77.43,79.37,76.87,78.2,66358792,1373822193
1/15/2019,80.44,81.62,76.72,77.44,61102447,1360428517
1/14/2019,79,81.48,76.41,80.37,87682393,1411712392
1/13/2019,82.81,87.89,75.21,77.44,134938585,1360198445
1/12/2019,75.05,84.98,75.05,82.8,176584499,1454135673
1/11/2019,75.6,76.03,73.43,75.03,73534881,1317511207
1/10/2019,87.1,89.79,75.1,75.92,100285980,1333024139
1/9/2019,87.68,88.1,86.7,87.04,44904722,1528138561
1/8/2019,88.95,89.52,86.85,87.58,54825087,1537424564
1/7/2019,90.17,90.54,88.02,88.78,44587533,1558437547
1/6/2019,88.43,91.67,87.23,90.38,57596543,1586212000
1/5/2019,87.48,91.81,86.98,88.52,66121035,1553493902
1/4/2019,88.27,90.07,85.74,87.65,66629980,1537922018
1/3/2019,95.24,96.28,87.35,88.64,75308623,1555333447
1/2/2019,92.54,95.79,90.32,94.88,94042085,1664647783
1/1/2019,84.79,95.24,84.69,92.14,108083721,1616381095
12/31/2018,88.75,88.75,84.9,84.96,52690384,1490162204
12/30/2018,89.57,90.21,87.8,88.56,57931119,1553228295
12/29/2018,94.1,94.1,89.43,89.43,75204687,1568298809
12/28/2018,85.28,94.5,82.7,93.64,113487961,1641882041
12/27/2018,94.8,98.45,84.59,84.87,92318856,1488076181
12/26/2018,93.37,98.89,91.47,94.51,118701099,1656919625
12/25/2018,102.55,102.55,90.29,93.45,146914405,1638246086
12/24/2018,107.4,113.25,101.48,102.46,168359714,1795953737
12/23/2018,108.98,113.85,105.31,106.97,168248047,1874808177
12/22/2018,109.33,114.73,102.49,109.09,207087564,1911738033
12/21/2018,110.22,134.59,103.09,108.42,492080721,1899793934
12/20/2018,85.5,119.52,85.12,112.03,424270497,1962852761
12/19/2018,84.41,96.97,82.74,86.51,188633838,1515620025
12/18/2018,81.75,85.11,77.32,84.61,112996794,1482162325
12/17/2018,78.52,82.41,75.27,81.7,106775615,1431003874
12/16/2018,67.92,79.28,67.62,77.34,95335466,1354525811
12/15/2018,69.98,73.15,64.52,68.14,61398931,1193239758
12/14/2018,78.37,81.28,69.94,70.27,66921657,1230477651
12/13/2018,88.73,88.88,77.53,78.37,58473172,1372187886
12/12/2018,90.02,92.58,88.04,88.84,42144081,1555368511
12/11/2018,95.34,95.34,87.26,90.24,63771772,1579730163
12/10/2018,97.37,101.5,95.23,95.32,63688727,1668422467
12/9/2018,98.42,99.71,93.23,97.42,72826742,1702607764
12/8/2018,103.79,104.08,96.35,98.68,76137934,1724720837
12/7/2018,103.52,113.67,94.82,103.88,217760983,1815577191
12/6/2018,86.16,110.14,86.16,103.69,194059088,1812321980
12/5/2018,90.22,93.65,84.58,86.31,75407123,1508531943
12/4/2018,94.32,94.75,89.92,90.18,56754945,1576176080
12/3/2018,99.88,100.19,91.23,94.46,79018303,1650988749
12/2/2018,93,103.36,92.6,100.37,108434556,1754285184
12/1/2018,95.11,96.63,87.85,93.54,75286999,1634820282
11/30/2018,97.29,106.35,92.84,95.28,166060949,1665338348
11/29/2018,97.93,100.3,91.84,98.07,130600465,1714035178
11/28/2018,90.62,103.89,80.95,97.94,308722000,1711710041
11/27/2018,113.42,121.87,84.95,91.94,296211000,1606993185
11/26/2018,88.74,125.53,87.92,111.7,589274000,1952224634
11/25/2018,60.28,91.54,57.32,87.38,379158000,0
11/24/2018,52.82,68.25,50.7,58.5,172732000,0
11/23/2018,42.5,59.47,36.87,54.03,118574000,0
11/22/2018,50.72,51.55,42.75,42.75,32667900,0
11/21/2018,51.12,54.24,48.69,50.75,56414700,0
11/20/2018,71.65,72.97,48.38,50.66,124675000,0
11/19/2018,105.84,107.71,69.66,72.11,97310700,0
11/18/2018,130.29,130.75,105.29,106.22,83486800,0
11/17/2018,123.29,143.03,122.14,130.48,200816000,0
11/16/2018,94.47,134.29,76.79,122.97,180605000,0
11/15/2018,176.28,179.51,70.97,93.7,40105900,0
11/14/2018,205.76,243.79,155.38,174.81,36795500,0
11/13/2018,109.9,208.4,109.3,208.4,20708000,0
11/12/2018,116.46,123.56,104.45,112.06,10779600,0
11/11/2018,87.7,125.11,83.15,113.47,8902820,0
11/10/2018,70.27,98.51,61.19,87.06,4748070,0
11/9/2018,88.3,89.57,50.68,68.75,2585660,0
